record_id,operation,num_input_table,num_key,key_name,name_left_table,name_right_table,rowNum_left_table,rowNum_right_table,rowNum_output_table,colNum_left_table,colNum_right_table,colNum_output_table,cpu_exe_time(ms),fpga_exe_time(ms),label(0_CPU/1_FPGA),
591,inner join,2,1,orderkey,lineitem,orders,750000,2930,11678,2,1,1,15.963,86.5,0,
592,inner join,2,1,orderkey,lineitem,orders,375000,1500000,375000,2,1,1,92.403,45.721,1,
593,inner join,2,1,orderkey,lineitem,orders,375000,750000,375000,2,1,1,66.699,25.141,1,
594,inner join,2,1,orderkey,lineitem,orders,375000,375000,375000,2,1,1,46.82,15.013,1,
595,inner join,2,1,orderkey,lineitem,orders,375000,187500,375000,2,1,1,28.165,9.931,1,
596,inner join,2,1,orderkey,lineitem,orders,375000,93750,374743,2,1,1,18.964,6.428,1,
597,inner join,2,1,orderkey,lineitem,orders,375000,46875,188042,2,1,1,13.747,4.889,1,
598,inner join,2,1,orderkey,lineitem,orders,375000,23438,94038,2,1,1,10.597,4.071,1,
599,inner join,2,1,orderkey,lineitem,orders,375000,11719,47052,2,1,1,9.069,3.549,1,
600,inner join,2,1,orderkey,lineitem,orders,375000,5860,23606,2,1,1,8.885,3.479,1,
601,inner join,2,1,orderkey,lineitem,orders,375000,2930,11678,2,1,1,8.17,82.625,0,
602,inner join,2,1,orderkey,lineitem,orders,187500,1500000,187500,2,1,1,68.751,42.819,1,
603,inner join,2,1,orderkey,lineitem,orders,187500,750000,187500,2,1,1,43.08,22.859,1,
604,inner join,2,1,orderkey,lineitem,orders,187500,375000,187500,2,1,1,31.471,12.869,1,
605,inner join,2,1,orderkey,lineitem,orders,187500,187500,187500,2,1,1,21.569,7.86,1,
606,inner join,2,1,orderkey,lineitem,orders,187500,93750,187500,2,1,1,13.279,5.546,1,
607,inner join,2,1,orderkey,lineitem,orders,187500,46875,187500,2,1,1,9.443,3.754,1,
608,inner join,2,1,orderkey,lineitem,orders,187500,23438,94038,2,1,1,6.195,3.007,1,
609,inner join,2,1,orderkey,lineitem,orders,187500,11719,47052,2,1,1,5.013,2.603,1,
610,inner join,2,1,orderkey,lineitem,orders,187500,5860,23606,2,1,1,4.58,2.323,1,
611,inner join,2,1,orderkey,lineitem,orders,187500,2930,11678,2,1,1,4.159,80.814,0,
612,inner join,2,1,orderkey,lineitem,orders,93750,1500000,93750,2,1,1,50.611,41.484,1,
613,inner join,2,1,orderkey,lineitem,orders,93750,750000,93750,2,1,1,28.923,21.537,1,
614,inner join,2,1,orderkey,lineitem,orders,93750,375000,93750,2,1,1,18.933,12.51,1,
615,inner join,2,1,orderkey,lineitem,orders,93750,187500,93750,2,1,1,14.651,6.867,1,
616,inner join,2,1,orderkey,lineitem,orders,93750,93750,93750,2,1,1,10.995,4.373,1,
617,inner join,2,1,orderkey,lineitem,orders,93750,46875,93750,2,1,1,6.999,3.231,1,
618,inner join,2,1,orderkey,lineitem,orders,93750,23438,93750,2,1,1,4.761,2.303,1,
619,inner join,2,1,orderkey,lineitem,orders,93750,11719,47052,2,1,1,3.116,1.786,1,
620,inner join,2,1,orderkey,lineitem,orders,93750,5860,23606,2,1,1,2.706,1.595,1,
621,inner join,2,1,orderkey,lineitem,orders,93750,2930,11678,2,1,1,2.312,79.92,0,
622,inner join,2,1,orderkey,lineitem,orders,46875,1500000,46875,2,1,1,44.214,40.656,1,
623,inner join,2,1,orderkey,lineitem,orders,46875,750000,46875,2,1,1,24.265,21.174,1,
624,inner join,2,1,orderkey,lineitem,orders,46875,375000,46875,2,1,1,13.876,11.179,1,
625,inner join,2,1,orderkey,lineitem,orders,46875,187500,46875,2,1,1,9.197,6.389,1,
626,inner join,2,1,orderkey,lineitem,orders,46875,93750,46875,2,1,1,7.224,4.021,1,
627,inner join,2,1,orderkey,lineitem,orders,46875,46875,46875,2,1,1,5.473,2.688,1,
628,inner join,2,1,orderkey,lineitem,orders,46875,23438,46875,2,1,1,3.24,2.112,1,
629,inner join,2,1,orderkey,lineitem,orders,46875,11719,46875,2,1,1,2.134,1.539,1,
630,inner join,2,1,orderkey,lineitem,orders,46875,5860,23606,2,1,1,1.626,1.387,1,
631,inner join,2,1,orderkey,lineitem,orders,46875,2930,11678,2,1,1,1.222,79.363,0,
632,inner join,2,1,orderkey,lineitem,orders,23438,1500000,23438,2,1,1,41.874,40.405,1,
633,inner join,2,1,orderkey,lineitem,orders,23438,750000,23438,2,1,1,21.938,20.651,1,
634,inner join,2,1,orderkey,lineitem,orders,23438,375000,23438,2,1,1,11.958,11.102,1,
635,inner join,2,1,orderkey,lineitem,orders,23438,187500,23438,2,1,1,7.376,6.144,1,
636,inner join,2,1,orderkey,lineitem,orders,23438,93750,23438,2,1,1,4.827,3.688,1,
637,inner join,2,1,orderkey,lineitem,orders,23438,46875,23438,2,1,1,3.604,2.427,1,
638,inner join,2,1,orderkey,lineitem,orders,23438,23438,23438,2,1,1,2.79,1.756,1,
639,inner join,2,1,orderkey,lineitem,orders,23438,11719,23438,2,1,1,1.541,1.419,1,
640,inner join,2,1,orderkey,lineitem,orders,23438,5860,23438,2,1,1,1.244,1.216,1,
641,inner join,2,1,orderkey,lineitem,orders,23438,2930,11678,2,1,1,0.744,79.674,0,
642,inner join,2,1,orderkey,lineitem,orders,11719,1500000,11719,2,1,1,40.057,40.166,0,
643,inner join,2,1,orderkey,lineitem,orders,11719,750000,11719,2,1,1,20.276,20.57,0,
644,inner join,2,1,orderkey,lineitem,orders,11719,375000,11719,2,1,1,10.919,10.871,1,
645,inner join,2,1,orderkey,lineitem,orders,11719,187500,11719,2,1,1,5.998,5.988,1,
646,inner join,2,1,orderkey,lineitem,orders,11719,93750,11719,2,1,1,3.766,3.42,1,
647,inner join,2,1,orderkey,lineitem,orders,11719,46875,11719,2,1,1,2.315,2.273,1,
648,inner join,2,1,orderkey,lineitem,orders,11719,23438,11719,2,1,1,1.773,1.637,1,
649,inner join,2,1,orderkey,lineitem,orders,11719,11719,11719,2,1,1,1.428,1.232,1,
650,inner join,2,1,orderkey,lineitem,orders,11719,5860,11719,2,1,1,0.82,1.111,0,
651,inner join,2,1,orderkey,lineitem,orders,11719,2930,11678,2,1,1,0.514,0.947,0,
652,inner join,2,1,orderkey,lineitem,orders,5860,1500000,5860,2,1,1,39.502,78.945,0,
653,inner join,2,1,orderkey,lineitem,orders,5860,750000,5860,2,1,1,20.053,39.999,0,
654,inner join,2,1,orderkey,lineitem,orders,5860,375000,5860,2,1,1,10.26,20.433,0,
655,inner join,2,1,orderkey,lineitem,orders,5860,187500,5860,2,1,1,5.433,10.571,0,
656,inner join,2,1,orderkey,lineitem,orders,5860,93750,5860,2,1,1,2.935,5.841,0,
657,inner join,2,1,orderkey,lineitem,orders,5860,46875,5860,2,1,1,1.74,3.618,0,
658,inner join,2,1,orderkey,lineitem,orders,5860,23438,5860,2,1,1,1.3,2.33,0,
659,inner join,2,1,orderkey,lineitem,orders,5860,11719,5860,2,1,1,0.96,1.439,0,
660,inner join,2,1,orderkey,lineitem,orders,5860,5860,5860,2,1,1,0.669,1.255,0,
661,inner join,2,1,orderkey,lineitem,orders,5860,2930,5860,2,1,1,0.366,1.029,0,
662,inner join,2,1,orderkey,lineitem,orders,2930,1500000,2930,2,1,1,39.126,78.773,0,
663,inner join,2,1,orderkey,lineitem,orders,2930,750000,2930,2,1,1,19.534,40.027,0,
664,inner join,2,1,orderkey,lineitem,orders,2930,375000,2930,2,1,1,9.889,20.44,0,
665,inner join,2,1,orderkey,lineitem,orders,2930,187500,2930,2,1,1,5.002,10.627,0,
666,inner join,2,1,orderkey,lineitem,orders,2930,93750,2930,2,1,1,2.639,5.856,0,
667,inner join,2,1,orderkey,lineitem,orders,2930,46875,2930,2,1,1,1.511,3.318,0,
668,inner join,2,1,orderkey,lineitem,orders,2930,23438,2930,2,1,1,0.919,2.172,0,
669,inner join,2,1,orderkey,lineitem,orders,2930,11719,2930,2,1,1,0.577,1.418,0,
670,inner join,2,1,orderkey,lineitem,orders,2930,5860,2930,2,1,1,0.403,1.071,0,
671,inner join,2,1,orderkey,lineitem,orders,2930,2930,2930,2,1,1,0.338,1.107,0,
672,inner join,2,1,orderkey,lineitem,orders,1465,1500000,1465,2,1,1,39.201,79.234,0,
673,inner join,2,1,orderkey,lineitem,orders,1465,750000,1465,2,1,1,19.912,40.057,0,
674,inner join,2,1,orderkey,lineitem,orders,1465,375000,1465,2,1,1,10.142,20.531,0,
675,inner join,2,1,orderkey,lineitem,orders,1465,187500,1465,2,1,1,5.091,10.796,0,
676,inner join,2,1,orderkey,lineitem,orders,1465,93750,1465,2,1,1,2.619,5.746,0,
677,inner join,2,1,orderkey,lineitem,orders,1465,46875,1465,2,1,1,1.443,3.558,0,
678,inner join,2,1,orderkey,lineitem,orders,1465,23438,1465,2,1,1,0.77,2.145,0,
679,inner join,2,1,orderkey,lineitem,orders,1465,11719,1465,2,1,1,0.424,1.456,0,
680,inner join,2,1,orderkey,lineitem,orders,1465,5860,1465,2,1,1,0.275,1.209,0,
681,inner join,2,1,orderkey,lineitem,orders,1465,2930,1465,2,1,1,0.2,0.947,0,
682,inner join,2,1,orderkey,lineitem,orders,6000000,1500000,6000000,3,3,4,546.751,237.303,1,
683,inner join,2,1,orderkey,lineitem,orders,6000000,750000,2999671,3,3,4,332.719,119.729,1,
684,inner join,2,1,orderkey,lineitem,orders,6000000,375000,1499579,3,3,4,217.248,78.206,1,
685,inner join,2,1,orderkey,lineitem,orders,6000000,187500,750594,3,3,4,170.731,61.176,1,
686,inner join,2,1,orderkey,lineitem,orders,6000000,93750,374743,3,3,4,145.598,51.768,1,
687,inner join,2,1,orderkey,lineitem,orders,6000000,46875,188042,3,3,4,134.756,48.197,1,
688,inner join,2,1,orderkey,lineitem,orders,6000000,23438,94038,3,3,4,140.716,46.108,1,
689,inner join,2,1,orderkey,lineitem,orders,6000000,11719,47052,3,3,4,124.543,45.26,1,
690,inner join,2,1,orderkey,lineitem,orders,6000000,5860,23606,3,3,4,136.343,44.895,1,
691,inner join,2,1,orderkey,lineitem,orders,6000000,2930,11678,3,3,4,127.447,44.315,1,
692,inner join,2,1,orderkey,lineitem,orders,3000000,1500000,3000000,3,3,4,429.63,150.954,1,
693,inner join,2,1,orderkey,lineitem,orders,3000000,750000,2999671,3,3,4,244.731,95.803,1,
694,inner join,2,1,orderkey,lineitem,orders,3000000,375000,1499579,3,3,4,148.402,55.173,1,
695,inner join,2,1,orderkey,lineitem,orders,3000000,187500,750594,3,3,4,97.97,38.008,1,
696,inner join,2,1,orderkey,lineitem,orders,3000000,93750,374743,3,3,4,79.801,29.838,1,
697,inner join,2,1,orderkey,lineitem,orders,3000000,46875,188042,3,3,4,72.785,26.177,1,
698,inner join,2,1,orderkey,lineitem,orders,3000000,23438,94038,3,3,4,68.054,24.515,1,
699,inner join,2,1,orderkey,lineitem,orders,3000000,11719,47052,3,3,4,63.45,23.403,1,
700,inner join,2,1,orderkey,lineitem,orders,3000000,5860,23606,3,3,4,65.318,24.629,1,
701,inner join,2,1,orderkey,lineitem,orders,3000000,2930,11678,3,3,4,62.329,23.33,1,
702,inner join,2,1,orderkey,lineitem,orders,1500000,1500000,1500000,3,3,4,373.498,116.468,1,
703,inner join,2,1,orderkey,lineitem,orders,1500000,750000,1500000,3,3,4,181.983,69.084,1,
704,inner join,2,1,orderkey,lineitem,orders,1500000,375000,1499579,3,3,4,109.02,44.531,1,
705,inner join,2,1,orderkey,lineitem,orders,1500000,187500,750594,3,3,4,74.085,28.984,1,
706,inner join,2,1,orderkey,lineitem,orders,1500000,93750,374743,3,3,4,46.728,19.037,1,
707,inner join,2,1,orderkey,lineitem,orders,1500000,46875,188042,3,3,4,38.577,15.583,1,
708,inner join,2,1,orderkey,lineitem,orders,1500000,23438,94038,3,3,4,35.378,13.855,1,
709,inner join,2,1,orderkey,lineitem,orders,1500000,11719,47052,3,3,4,32.541,12.641,1,
710,inner join,2,1,orderkey,lineitem,orders,1500000,5860,23606,3,3,4,33.476,12.354,1,
711,inner join,2,1,orderkey,lineitem,orders,1500000,2930,11678,3,3,4,31.803,12.07,1,
712,inner join,2,1,orderkey,lineitem,orders,750000,1500000,750000,3,3,4,149.71,99.16,1,
713,inner join,2,1,orderkey,lineitem,orders,750000,750000,750000,3,3,4,157.813,54.936,1,
714,inner join,2,1,orderkey,lineitem,orders,750000,375000,750000,3,3,4,77.404,32.754,1,
715,inner join,2,1,orderkey,lineitem,orders,750000,187500,750000,3,3,4,57.556,22.035,1,
716,inner join,2,1,orderkey,lineitem,orders,750000,93750,374743,3,3,4,31.959,13.842,1,
717,inner join,2,1,orderkey,lineitem,orders,750000,46875,188042,3,3,4,21.986,10.026,1,
718,inner join,2,1,orderkey,lineitem,orders,750000,23438,94038,3,3,4,19.77,8.292,1,
719,inner join,2,1,orderkey,lineitem,orders,750000,11719,47052,3,3,4,17.085,7.339,1,
720,inner join,2,1,orderkey,lineitem,orders,750000,5860,23606,3,3,4,16.947,6.765,1,
721,inner join,2,1,orderkey,lineitem,orders,750000,2930,11678,3,3,4,15.828,6.555,1,
722,inner join,2,1,orderkey,lineitem,orders,375000,1500000,375000,3,3,4,94.589,89.026,1,
723,inner join,2,1,orderkey,lineitem,orders,375000,750000,375000,3,3,4,72.338,47.589,1,
724,inner join,2,1,orderkey,lineitem,orders,375000,375000,375000,3,3,4,64.091,26.654,1,
725,inner join,2,1,orderkey,lineitem,orders,375000,187500,375000,3,3,4,33.957,16.362,1,
726,inner join,2,1,orderkey,lineitem,orders,375000,93750,374743,3,3,4,22.762,11.247,1,
727,inner join,2,1,orderkey,lineitem,orders,375000,46875,188042,3,3,4,15.34,7.265,1,
728,inner join,2,1,orderkey,lineitem,orders,375000,23438,94038,3,3,4,11.138,5.42,1,
729,inner join,2,1,orderkey,lineitem,orders,375000,11719,47052,3,3,4,9.267,4.479,1,
730,inner join,2,1,orderkey,lineitem,orders,375000,5860,23606,3,3,4,8.812,3.982,1,
731,inner join,2,1,orderkey,lineitem,orders,375000,2930,11678,3,3,4,8.184,3.771,1,
732,inner join,2,1,orderkey,lineitem,orders,187500,1500000,187500,3,3,4,73.681,84.724,0,
733,inner join,2,1,orderkey,lineitem,orders,187500,750000,187500,3,3,4,44.574,44.301,1,
734,inner join,2,1,orderkey,lineitem,orders,187500,375000,187500,3,3,4,33.571,23.689,1,
735,inner join,2,1,orderkey,lineitem,orders,187500,187500,187500,3,3,4,27.759,13.509,1,
736,inner join,2,1,orderkey,lineitem,orders,187500,93750,187500,3,3,4,16.142,8.518,1,
737,inner join,2,1,orderkey,lineitem,orders,187500,46875,187500,3,3,4,11.519,5.929,1,
738,inner join,2,1,orderkey,lineitem,orders,187500,23438,94038,3,3,4,7.289,4.133,1,
739,inner join,2,1,orderkey,lineitem,orders,187500,11719,47052,3,3,4,5.58,3.377,1,
740,inner join,2,1,orderkey,lineitem,orders,187500,5860,23606,3,3,4,4.999,2.597,1,
741,inner join,2,1,orderkey,lineitem,orders,187500,2930,11678,3,3,4,4.404,2.234,1,
742,inner join,2,1,orderkey,lineitem,orders,93750,1500000,93750,3,3,4,50.81,83.631,0,
743,inner join,2,1,orderkey,lineitem,orders,93750,750000,93750,3,3,4,30.007,42.639,0,
744,inner join,2,1,orderkey,lineitem,orders,93750,375000,93750,3,3,4,19.595,22.294,0,
745,inner join,2,1,orderkey,lineitem,orders,93750,187500,93750,3,3,4,14.91,12.243,1,
746,inner join,2,1,orderkey,lineitem,orders,93750,93750,93750,3,3,4,12.022,7.373,1,
747,inner join,2,1,orderkey,lineitem,orders,93750,46875,93750,3,3,4,7.904,4.726,1,
748,inner join,2,1,orderkey,lineitem,orders,93750,23438,93750,3,3,4,5.479,3.434,1,
749,inner join,2,1,orderkey,lineitem,orders,93750,11719,47052,3,3,4,3.49,2.545,1,
750,inner join,2,1,orderkey,lineitem,orders,93750,5860,23606,3,3,4,2.819,2.164,1,
751,inner join,2,1,orderkey,lineitem,orders,93750,2930,11678,3,3,4,2.32,1.773,1,
752,inner join,2,1,orderkey,lineitem,orders,46875,1500000,46875,3,3,4,44.01,81.457,0,
753,inner join,2,1,orderkey,lineitem,orders,46875,750000,46875,3,3,4,24.275,41.61,0,
754,inner join,2,1,orderkey,lineitem,orders,46875,375000,46875,3,3,4,14.089,21.551,0,
755,inner join,2,1,orderkey,lineitem,orders,46875,187500,46875,3,3,4,9.426,11.657,0,
756,inner join,2,1,orderkey,lineitem,orders,46875,93750,46875,3,3,4,7.409,6.727,1,
757,inner join,2,1,orderkey,lineitem,orders,46875,46875,46875,3,3,4,6.062,4.084,1,
758,inner join,2,1,orderkey,lineitem,orders,46875,23438,46875,3,3,4,3.763,2.874,1,
759,inner join,2,1,orderkey,lineitem,orders,46875,11719,46875,3,3,4,2.575,2.21,1,
760,inner join,2,1,orderkey,lineitem,orders,46875,5860,23606,3,3,4,1.851,1.688,1,
761,inner join,2,1,orderkey,lineitem,orders,46875,2930,11678,3,3,4,1.362,1.416,0,
762,inner join,2,1,orderkey,lineitem,orders,23438,1500000,23438,3,3,4,41.102,81.292,0,
763,inner join,2,1,orderkey,lineitem,orders,23438,750000,23438,3,3,4,21.638,41.209,0,
764,inner join,2,1,orderkey,lineitem,orders,23438,375000,23438,3,3,4,12.28,21.135,0,
765,inner join,2,1,orderkey,lineitem,orders,23438,187500,23438,3,3,4,7.519,11.405,0,
766,inner join,2,1,orderkey,lineitem,orders,23438,93750,23438,3,3,4,5.116,6.445,0,
767,inner join,2,1,orderkey,lineitem,orders,23438,46875,23438,3,3,4,3.758,3.873,0,
768,inner join,2,1,orderkey,lineitem,orders,23438,23438,23438,3,3,4,2.845,2.573,1,
769,inner join,2,1,orderkey,lineitem,orders,23438,11719,23438,3,3,4,1.855,2.009,0,
770,inner join,2,1,orderkey,lineitem,orders,23438,5860,23438,3,3,4,1.394,1.585,0,
771,inner join,2,1,orderkey,lineitem,orders,23438,2930,11678,3,3,4,0.856,1.28,0,
772,inner join,2,1,orderkey,lineitem,orders,11719,1500000,11719,3,3,4,39.217,81.741,0,
773,inner join,2,1,orderkey,lineitem,orders,11719,750000,11719,3,3,4,20.041,41.134,0,
774,inner join,2,1,orderkey,lineitem,orders,11719,375000,11719,3,3,4,11.016,21.192,0,
775,inner join,2,1,orderkey,lineitem,orders,11719,187500,11719,3,3,4,6.146,11.055,0,
776,inner join,2,1,orderkey,lineitem,orders,11719,93750,11719,3,3,4,3.731,6.211,0,
777,inner join,2,1,orderkey,lineitem,orders,11719,46875,11719,3,3,4,2.398,3.673,0,
778,inner join,2,1,orderkey,lineitem,orders,11719,23438,11719,3,3,4,1.897,2.286,0,
779,inner join,2,1,orderkey,lineitem,orders,11719,11719,11719,3,3,4,1.416,1.609,0,
780,inner join,2,1,orderkey,lineitem,orders,11719,5860,11719,3,3,4,1.035,1.419,0,
781,inner join,2,1,orderkey,lineitem,orders,11719,2930,11678,3,3,4,0.677,1.146,0,
782,inner join,2,1,orderkey,lineitem,orders,5860,1500000,5860,3,3,4,39.054,80.486,0,
783,inner join,2,1,orderkey,lineitem,orders,5860,750000,5860,3,3,4,19.556,40.776,0,
784,inner join,2,1,orderkey,lineitem,orders,5860,375000,5860,3,3,4,10.106,21.004,0,
785,inner join,2,1,orderkey,lineitem,orders,5860,187500,5860,3,3,4,5.37,11.128,0,
786,inner join,2,1,orderkey,lineitem,orders,5860,93750,5860,3,3,4,2.977,6.048,0,
787,inner join,2,1,orderkey,lineitem,orders,5860,46875,5860,3,3,4,1.755,3.666,0,
788,inner join,2,1,orderkey,lineitem,orders,5860,23438,5860,3,3,4,1.195,2.336,0,
789,inner join,2,1,orderkey,lineitem,orders,5860,11719,5860,3,3,4,0.877,1.641,0,
790,inner join,2,1,orderkey,lineitem,orders,5860,5860,5860,3,3,4,0.669,1.082,0,
791,inner join,2,1,orderkey,lineitem,orders,5860,2930,5860,3,3,4,0.433,1.102,0,
792,inner join,2,1,orderkey,lineitem,orders,2930,1500000,2930,3,3,4,37.863,80.571,0,
793,inner join,2,1,orderkey,lineitem,orders,2930,750000,2930,3,3,4,19.126,40.753,0,
794,inner join,2,1,orderkey,lineitem,orders,2930,375000,2930,3,3,4,9.717,20.964,0,
795,inner join,2,1,orderkey,lineitem,orders,2930,187500,2930,3,3,4,5.13,11.09,0,
796,inner join,2,1,orderkey,lineitem,orders,2930,93750,2930,3,3,4,2.646,6.061,0,
797,inner join,2,1,orderkey,lineitem,orders,2930,46875,2930,3,3,4,1.479,3.643,0,
798,inner join,2,1,orderkey,lineitem,orders,2930,23438,2930,3,3,4,0.877,2.307,0,
799,inner join,2,1,orderkey,lineitem,orders,2930,11719,2930,3,3,4,0.586,1.478,0,
800,inner join,2,1,orderkey,lineitem,orders,2930,5860,2930,3,3,4,0.423,1.151,0,
801,inner join,2,1,orderkey,lineitem,orders,2930,2930,2930,3,3,4,0.339,1.051,0,
802,inner join,2,1,orderkey,lineitem,orders,1465,1500000,1465,3,3,4,38.893,81.444,0,
803,inner join,2,1,orderkey,lineitem,orders,1465,750000,1465,3,3,4,19.495,40.994,0,
804,inner join,2,1,orderkey,lineitem,orders,1465,375000,1465,3,3,4,9.85,20.856,0,
805,inner join,2,1,orderkey,lineitem,orders,1465,187500,1465,3,3,4,5.024,11.059,0,
806,inner join,2,1,orderkey,lineitem,orders,1465,93750,1465,3,3,4,2.601,6.027,0,
807,inner join,2,1,orderkey,lineitem,orders,1465,46875,1465,3,3,4,1.372,3.568,0,
808,inner join,2,1,orderkey,lineitem,orders,1465,23438,1465,3,3,4,0.754,2.212,0,
809,inner join,2,1,orderkey,lineitem,orders,1465,11719,1465,3,3,4,0.448,1.693,0,
810,inner join,2,1,orderkey,lineitem,orders,1465,5860,1465,3,3,4,0.296,1.267,0,
811,inner join,2,1,orderkey,lineitem,orders,1465,2930,1465,3,3,4,0.225,1.048,0,
812,inner join,2,1,partkey,lineitem,partsupp,6000000,800000,24000000,2,1,1,3141.71,306.214,1,
813,inner join,2,1,partkey,lineitem,partsupp,6000000,400000,11999848,2,1,1,1169.09,159.361,1,
814,inner join,2,1,partkey,lineitem,partsupp,6000000,200000,5998084,2,1,1,407.456,81.354,1,
815,inner join,2,1,partkey,lineitem,partsupp,6000000,100000,2995884,2,1,1,280.557,46.324,1,
816,inner join,2,1,partkey,lineitem,partsupp,6000000,50000,1499120,2,1,1,220.93,41.826,1,
817,inner join,2,1,partkey,lineitem,partsupp,6000000,25000,749516,2,1,1,181.471,39.316,1,
818,inner join,2,1,partkey,lineitem,partsupp,6000000,12500,374588,2,1,1,162.613,37.938,1,
819,inner join,2,1,partkey,lineitem,partsupp,6000000,6250,186456,2,1,1,159.77,37.525,1,
820,inner join,2,1,partkey,lineitem,partsupp,6000000,3125,92994,2,1,1,155.202,37.284,1,
821,inner join,2,1,partkey,lineitem,partsupp,6000000,1563,46606,2,1,1,109.473,36.822,1,
822,inner join,2,1,partkey,lineitem,partsupp,3000000,800000,12000000,2,1,1,1212.98,167.829,1,
823,inner join,2,1,partkey,lineitem,partsupp,3000000,400000,6002160,2,1,1,559.715,87.294,1,
824,inner join,2,1,partkey,lineitem,partsupp,3000000,200000,3001264,2,1,1,210.65,46.227,1,
825,inner join,2,1,partkey,lineitem,partsupp,3000000,100000,1497076,2,1,1,135.686,25.605,1,
826,inner join,2,1,partkey,lineitem,partsupp,3000000,50000,748268,2,1,1,113.569,22.421,1,
827,inner join,2,1,partkey,lineitem,partsupp,3000000,25000,375220,2,1,1,89.281,20.57,1,
828,inner join,2,1,partkey,lineitem,partsupp,3000000,12500,187632,2,1,1,81.09,20.203,1,
829,inner join,2,1,partkey,lineitem,partsupp,3000000,6250,93766,2,1,1,79.818,19.706,1,
830,inner join,2,1,partkey,lineitem,partsupp,3000000,3125,46798,2,1,1,78.253,19.34,1,
831,inner join,2,1,partkey,lineitem,partsupp,3000000,1563,23508,2,1,1,56.157,19.189,1,
832,inner join,2,1,partkey,lineitem,partsupp,1500000,800000,6000000,2,1,1,637.423,105.939,1,
833,inner join,2,1,partkey,lineitem,partsupp,1500000,400000,3002076,2,1,1,303.728,55.165,1,
834,inner join,2,1,partkey,lineitem,partsupp,1500000,200000,1499748,2,1,1,117.411,29.168,1,
835,inner join,2,1,partkey,lineitem,partsupp,1500000,100000,747404,2,1,1,74.12,16.099,1,
836,inner join,2,1,partkey,lineitem,partsupp,1500000,50000,374056,2,1,1,56.571,13.17,1,
837,inner join,2,1,partkey,lineitem,partsupp,1500000,25000,187716,2,1,1,45.912,11.487,1,
838,inner join,2,1,partkey,lineitem,partsupp,1500000,12500,93736,2,1,1,40.925,10.774,1,
839,inner join,2,1,partkey,lineitem,partsupp,1500000,6250,46644,2,1,1,39.825,10.487,1,
840,inner join,2,1,partkey,lineitem,partsupp,1500000,3125,23290,2,1,1,38.559,10.264,1,
841,inner join,2,1,partkey,lineitem,partsupp,1500000,1563,11602,2,1,1,27.753,10.144,1,
842,inner join,2,1,partkey,lineitem,partsupp,750000,800000,3000000,2,1,1,583.141,76.03,1,
843,inner join,2,1,partkey,lineitem,partsupp,750000,400000,1500908,2,1,1,170.58,39.146,1,
844,inner join,2,1,partkey,lineitem,partsupp,750000,200000,748792,2,1,1,67.834,20.424,1,
845,inner join,2,1,partkey,lineitem,partsupp,750000,100000,373460,2,1,1,40.936,11.451,1,
846,inner join,2,1,partkey,lineitem,partsupp,750000,50000,187796,2,1,1,30.684,8.608,1,
847,inner join,2,1,partkey,lineitem,partsupp,750000,25000,94468,2,1,1,24.713,7.056,1,
848,inner join,2,1,partkey,lineitem,partsupp,750000,12500,47036,2,1,1,21.761,6.284,1,
849,inner join,2,1,partkey,lineitem,partsupp,750000,6250,23330,2,1,1,20.874,5.885,1,
850,inner join,2,1,partkey,lineitem,partsupp,750000,3125,11679,2,1,1,20.598,5.682,1,
851,inner join,2,1,partkey,lineitem,partsupp,750000,1563,5779,2,1,1,14.449,5.527,1,
852,inner join,2,1,partkey,lineitem,partsupp,375000,800000,1500000,2,1,1,250.925,59.126,1,
853,inner join,2,1,partkey,lineitem,partsupp,375000,400000,748744,2,1,1,194.075,30.602,1,
854,inner join,2,1,partkey,lineitem,partsupp,375000,200000,374116,2,1,1,39.788,16.132,1,
855,inner join,2,1,partkey,lineitem,partsupp,375000,100000,186864,2,1,1,24.02,8.864,1,
856,inner join,2,1,partkey,lineitem,partsupp,375000,50000,93640,2,1,1,16.981,6.091,1,
857,inner join,2,1,partkey,lineitem,partsupp,375000,25000,47124,2,1,1,12.485,4.747,1,
858,inner join,2,1,partkey,lineitem,partsupp,375000,12500,23424,2,1,1,10.931,3.973,1,
859,inner join,2,1,partkey,lineitem,partsupp,375000,6250,11622,2,1,1,10.427,3.606,1,
860,inner join,2,1,partkey,lineitem,partsupp,375000,3125,5672,2,1,1,9.942,3.378,1,
861,inner join,2,1,partkey,lineitem,partsupp,375000,1563,2779,2,1,1,7.075,3.14,1,
862,inner join,2,1,partkey,lineitem,partsupp,187500,800000,750000,2,1,1,102.766,51.57,1,
863,inner join,2,1,partkey,lineitem,partsupp,187500,400000,374164,2,1,1,71.515,26.491,1,
864,inner join,2,1,partkey,lineitem,partsupp,187500,200000,187120,2,1,1,56.935,14.019,1,
865,inner join,2,1,partkey,lineitem,partsupp,187500,100000,93580,2,1,1,15.681,7.739,1,
866,inner join,2,1,partkey,lineitem,partsupp,187500,50000,46800,2,1,1,10.105,5.07,1,
867,inner join,2,1,partkey,lineitem,partsupp,187500,25000,23684,2,1,1,7.292,3.535,1,
868,inner join,2,1,partkey,lineitem,partsupp,187500,12500,11620,2,1,1,5.829,2.641,1,
869,inner join,2,1,partkey,lineitem,partsupp,187500,6250,5740,2,1,1,5.195,2.358,1,
